INTENT_NAME,UTTERANCES
INFO_ADD_REMOVE_INSURED,Remove my son from my Auto policy
INFO_ADD_REMOVE_INSURED,Take my daughter off my auto policy
INFO_ADD_REMOVE_INSURED,how do I remove my wife from my auto policy
INFO_ADD_REMOVE_INSURED,i want to add new driver
INFO_ADD_REMOVE_INSURED,Remove my husband from the policy please
INFO_ADD_REMOVE_INSURED,How do I remove someone from my policy
INFO_ADD_REMOVE_INSURED,I want to change the people on my policy
INFO_ADD_REMOVE_INSURED,I am not the only driver of my car anymore my son is now using it too
INFO_ADD_REMOVE_INSURED,how do I remove my husband from my auto policy
INFO_ADD_REMOVE_INSURED,How do I delete someone from my auto policy
INFO_ADD_REMOVE_INSURED,I want to change the driver on my auto policy
INFO_ADD_REMOVE_INSURED,add my step daughter as a driver on my car
INFO_ADD_REMOVE_INSURED,Please remove Mr Sam from my auto policy
INFO_ADD_REMOVE_INSURED,What is the procedure If I have to add some one in my Policy
INFO_ADD_REMOVE_INSURED,Id like to remove someone form my policy
INFO_ADD_REMOVE_INSURED,is there a way to addremove people from my policy
INFO_ADD_REMOVE_INSURED,can you remove her from the policy
INFO_ADD_REMOVE_INSURED,Can I remove an insured driver
INFO_ADD_REMOVE_INSURED,learners permit
INFO_ADD_REMOVE_INSURED,I would like to remove someone from my insurance
INFO_ADD_REMOVE_INSURED,my wife recently got her drivers licence she needs to be added to my auto policy
INFO_ADD_REMOVE_INSURED,I would like to take a person off my auto policy
INFO_ADD_REMOVE_INSURED,I have no need for an additional driver now can it be removed
INFO_ADD_REMOVE_INSURED,please take my wife off of my policy
INFO_ADD_REMOVE_INSURED,Anyone that is not me should not be on my auto coverage policy
INFO_ADD_REMOVE_INSURED,I want to remove my son as a driver for my new car
INFO_ADD_REMOVE_INSURED,My auto policy need to modification How to get it done
INFO_ADD_REMOVE_INSURED,My policy needs an update to remove a driver
INFO_ADD_REMOVE_INSURED,I would like add the details of my new car to the current auto policy it is required as per your policy
INFO_ADD_REMOVE_INSURED,Can I include someone else from my family in my auto policy
INFO_ADD_REMOVE_INSURED,My sons are going away to college so exclude them from my policy until they return
INFO_ADD_REMOVE_INSURED,my whole family of five people should now be included in my auto policy
INFO_ADD_REMOVE_INSURED,Can I remove a person from my auto policy
INFO_ADD_REMOVE_INSURED,show me the section where i can manage the drivers
INFO_ADD_REMOVE_INSURED,I wfant to add new driver
INFO_ADD_REMOVE_INSURED,remove my sons name from my auto policy
INFO_ADD_REMOVE_INSURED,I wish to take my son off my policy
INFO_ADD_REMOVE_INSURED,is it possible to add my son in my policy
INFO_ADD_REMOVE_INSURED,What is the process for eliminating someone from my auto policy
INFO_ADD_REMOVE_INSURED,Can the policy be ammended to remove An additional driver
INFO_ADD_REMOVE_INSURED,I am looking to drop a driver from my policy
INFO_ADD_REMOVE_INSURED,Adding my wife in my policy can be done through online
INFO_ADD_REMOVE_INSURED,My kid is going to college out of state how do we put her on the insurance
INFO_ADD_REMOVE_INSURED,I need to add a second son to my auto insurance
INFO_ADD_REMOVE_INSURED,How can I remove an insured driver
INFO_ADD_REMOVE_INSURED,Id like my son to be removed from my insurance policy
INFO_ADD_REMOVE_INSURED,My son wants to be taken off my policy
INFO_ADD_REMOVE_INSURED,Could you tell me the procedure if I remove someone from my policy
INFO_ADD_REMOVE_INSURED,Can you please help me change my auto policy by removing my son
INFO_ADD_REMOVE_INSURED,Please add my son to my auto policy
INFO_ADD_REMOVE_INSURED,Who do I need to contact to remove an ex from auto policy
INFO_ADD_REMOVE_INSURED,Can we remove a driver please
INFO_ADD_REMOVE_INSURED,take my ex husband off my car policy
INFO_ADD_REMOVE_INSURED,My son just got his license so add him as an occasional driver on our cars
INFO_ADD_REMOVE_INSURED,hi there I was wondering since my dad will not be there if i can change the insurance to my dads truck and take mine off without him
INFO_ADD_REMOVE_INSURED,how do I add my sibling to my auto policy
INFO_ADD_REMOVE_INSURED,There must be a way to incorporate a new member to my auto policy
INFO_ADD_REMOVE_INSURED,I will be using the car on my own now please remove additional driver from policy
INFO_ADD_REMOVE_INSURED,I need to take my daughter off my policy
INFO_ADD_REMOVE_INSURED,I want to add my daughter to my auto policy
INFO_ADD_REMOVE_INSURED,I need to take someone off my insurance policy
INFO_ADD_REMOVE_INSURED,remove my son from my auto policy
INFO_ADD_REMOVE_INSURED,I would like to remove my daughter to my policy
INFO_ADD_REMOVE_INSURED,Can i add my wife to my policy during renew period
INFO_ADD_REMOVE_INSURED,I need to change my auto policy by taking off my child
INFO_ADD_REMOVE_INSURED,help me remove my boyend for my car insurance
INFO_ADD_REMOVE_INSURED,Would you please remove my exwife from my policy
INFO_ADD_REMOVE_INSURED,Can you help me remove someone from my policy
INFO_ADD_REMOVE_INSURED,I need help removing someone from my auto policy
INFO_ADD_REMOVE_INSURED,can i add a person to my policy
INFO_ADD_REMOVE_INSURED,I need to put two children  and  on our auto policy
INFO_ADD_REMOVE_INSURED,I need to know which drivers are on my account
INFO_ADD_REMOVE_INSURED,How to remove a spouse from my policy
INFO_ADD_REMOVE_INSURED,could you remove my daughter and addy son to the auto policy
INFO_ADD_REMOVE_INSURED,remove my daughter as a driver of my new car
INFO_ADD_REMOVE_INSURED,how do i go about adding my husband to my policy and is there any discounts due to him being military
INFO_ADD_REMOVE_INSURED,Hi Im going to need someone to add my new spouse to my autopolicy
INFO_ADD_REMOVE_INSURED,I need to add a person to my policy
INFO_ADD_REMOVE_INSURED,my son started driving
INFO_ADD_REMOVE_INSURED,Please remove Ms Janet from my auto policy since she no longer works for me
INFO_ADD_REMOVE_INSURED,I am giving my car to my kids my son and my daughter need to be added to the auto policy remove me
INFO_ADD_REMOVE_VEHICLE,I dont own that car anymore
INFO_ADD_REMOVE_VEHICLE,Id like to add my truck to the account
INFO_ADD_REMOVE_VEHICLE,I need to add a new car to my insurance and remove the existing car after its been towed to the car dealership where I got the new car
INFO_ADD_REMOVE_VEHICLE,How do I take a car off my policy
INFO_ADD_REMOVE_VEHICLE,add new car to policy
INFO_ADD_REMOVE_VEHICLE,Yippee we got a new car Please add a Mercedes and dump the Chrysler on our policy
INFO_ADD_REMOVE_VEHICLE,How do I remove a vehicle from the policy
INFO_ADD_REMOVE_VEHICLE,I need to remove a truck from my policy
INFO_ADD_REMOVE_VEHICLE,want to repolace a car on my insurance
INFO_ADD_REMOVE_VEHICLE,It now is add a new car to my auto insurance policy time
INFO_ADD_REMOVE_VEHICLE,assist me to add this car on my policy
INFO_ADD_REMOVE_VEHICLE,I want to add a vehicle
INFO_ADD_REMOVE_VEHICLE,I need to add a vehicle to my insurance
INFO_ADD_REMOVE_VEHICLE,Am I able to add multiple Vehicles to this policy
INFO_ADD_REMOVE_VEHICLE,I am a current AmFam customer and want an estimate on a  Honda Pilot AWD EXL which will be replacing the Nissan Altima in  days
INFO_ADD_REMOVE_VEHICLE,I need to take the  Honda off of my poilcy
INFO_ADD_REMOVE_VEHICLE,I need to remove a vehicle from my current policy
INFO_ADD_REMOVE_VEHICLE,need to replace a bike on my insurace
INFO_ADD_REMOVE_VEHICLE,want to replace another car on my insurance
INFO_ADD_REMOVE_VEHICLE,can i add a vehicle
INFO_ADD_REMOVE_VEHICLE,How do I add my new car
INFO_ADD_REMOVE_VEHICLE,Im taking my corvette out of storage
INFO_ADD_REMOVE_VEHICLE,Hello I need to take a car off my policy and add another one
INFO_ADD_REMOVE_VEHICLE,I wanted to know how much it would be a add another car to my policy
INFO_ADD_REMOVE_VEHICLE,what is the steps need to follow add my new car to policy
INFO_ADD_REMOVE_VEHICLE,clim to replace a car on my insurance
INFO_ADD_REMOVE_VEHICLE,We just bought a  Ford Country Squire station wagon on Craigslist Please add the family truckster to our account
INFO_ADD_REMOVE_VEHICLE,I want to add a new automobile
INFO_ADD_REMOVE_VEHICLE,How do I add a new car to my insurance
INFO_ADD_REMOVE_VEHICLE,Hi I sold my car and bought a different one I would like to transfer my auto insurance
INFO_ADD_REMOVE_VEHICLE,I bought a new car
INFO_ADD_REMOVE_VEHICLE,When can I expect to have confirmation that another vehicle was added to my account
INFO_ADD_REMOVE_VEHICLE,remove a car from policy
INFO_ADD_REMOVE_VEHICLE,i need to change my policy with new car
INFO_ADD_REMOVE_VEHICLE,hello i would just like a quote on adding a car to my auto policy
INFO_ADD_REMOVE_VEHICLE,I have to add a car to my policy
INFO_ADD_REMOVE_VEHICLE,I added a new vehicle on my policy but I dont see it on my account
INFO_ADD_REMOVE_VEHICLE,Can you help me add a new car to my policy
INFO_ADD_REMOVE_VEHICLE,Can you help me for adding a vehicle to my insurance
INFO_ADD_REMOVE_VEHICLE,need to update my policy by a car
INFO_ADD_REMOVE_VEHICLE,can i add a vehicle to my policy
INFO_ADD_REMOVE_VEHICLE,I need to add a car to my policy
INFO_ADD_REMOVE_VEHICLE,how much do I have to pay for second car
INFO_ADD_REMOVE_VEHICLE,I want to add a new car to my already existing plan
INFO_ADD_REMOVE_VEHICLE,Can i add a car to my policy
INFO_ADD_REMOVE_VEHICLE,does my previous policy cover for my newly added vehicle
INFO_ADD_REMOVE_VEHICLE,Put my secondary vehicle on
INFO_ADD_REMOVE_VEHICLE,I need to take a car off my insurance policy
INFO_ADD_REMOVE_VEHICLE,can i change my policy for one more
INFO_ADD_REMOVE_VEHICLE,Where do I find the policy about adding an additional vehicle
INFO_ADD_REMOVE_VEHICLE,How would I add an additional vehicle to my policy
INFO_ADD_REMOVE_VEHICLE,I need to cover a new car under my insurance policy
INFO_ADD_REMOVE_VEHICLE,want to take off a car from my insurance policy
INFO_ADD_REMOVE_VEHICLE,Can you remove a vehicle from my policy
INFO_ADD_REMOVE_VEHICLE,how do I add a vehicle to my insurance
INFO_ADD_REMOVE_VEHICLE,I have a passenger car I need to add
INFO_ADD_REMOVE_VEHICLE,I need to add a vehicle to my policy
INFO_ADD_REMOVE_VEHICLE,i want to add a vehicle to my insurance
INFO_ADD_REMOVE_VEHICLE,I would like to add an additional vehicle to my existing plan
INFO_ADD_REMOVE_VEHICLE,Where can I add a new vehicle
INFO_ADD_REMOVE_VEHICLE,Should I wait to remove the old vehicle until it is sold
INFO_ADD_REMOVE_VEHICLE,How can I add another vehicle to my insurance policy
INFO_ADD_REMOVE_VEHICLE,I bought a new vehicle and would like to add it to my plan
INFO_ADD_REMOVE_VEHICLE,Whats your policy on adding vehicles
INFO_ADD_REMOVE_VEHICLE,New car to the policy
INFO_ADD_REMOVE_VEHICLE,what should I do to replace a car on my insurance
INFO_ADD_REMOVE_VEHICLE,whats the policy for adding another car
INFO_ADD_REMOVE_VEHICLE,How do i add another car onto my policy
INFO_ADD_REMOVE_VEHICLE,Is there a penalty for adding a car to the insurance plan at this late date
INFO_ADD_REMOVE_VEHICLE,I sold my car How do I remove it
INFO_ADD_REMOVE_VEHICLE,I am curious about the process of adding another car to my policy
INFO_ADD_REMOVE_VEHICLE,how much time will it take to add a vehicle on my policy
INFO_ADD_REMOVE_VEHICLE,im looking to add a vehicle to my current policy
INFO_ADD_REMOVE_VEHICLE,I have a current policy and I was wondering a quote on a different car
INFO_ADD_REMOVE_VEHICLE,If I go online am I able to add another vehicle
INFO_ADD_REMOVE_VEHICLE,my new car is not covered and i want it to be
INFO_ADD_REMOVE_VEHICLE,I need your help adding a new car to my insurance
INFO_ADD_REMOVE_VEHICLE,is there any extra charge for replacing a vehicle in my policy
INFO_ADD_REMOVE_VEHICLE,We are such crazy collectors Please add another Corvette to the policy
INFO_ADD_REMOVE_VEHICLE,I bought a new car and need to add it to my plan
INFO_ADD_REMOVE_VEHICLE,what does it cost to change cars on the poicy
INFO_ADD_REMOVE_VEHICLE,I need to change the vehicle that is covered
INFO_ADD_REMOVE_VEHICLE,Im potentially purchasing a new vehicle this week Id like to get it loaded into the system so that I can turn up coverage quickly if I do purchase it
INFO_ADD_REMOVE_VEHICLE,I bought a car last night and transferred my policy from my  jaguar to the BMW that is showing on my policy now I did a transfer and didnt realize it would take all insurance off of my jaguar
INFO_ADD_REMOVE_VEHICLE,how do I switch cars on my insurance
INFO_ADD_REMOVE_VEHICLE,I have a new car
INFO_ADD_REMOVE_VEHICLE,Can I switch my VIN number to my new car online
INFO_ADD_REMOVE_VEHICLE,Lets put my new car on the plan please
INFO_ADD_REMOVE_VEHICLE,I need to add an additional car to my insurance
INFO_ADD_REMOVE_VEHICLE,Hi we just got a car for my son and need to add it to our policy
INFO_ADD_REMOVE_VEHICLE,I would like to readd insurance to the Toyota Camry and remove insurance for the  Honda Accord
INFO_ADD_REMOVE_VEHICLE,I just got a new car and need to add it to my insurance
INFO_ADD_REMOVE_VEHICLE,My new car needs to be part of my current policy
INFO_ADD_REMOVE_VEHICLE,If I have another vehicle can I add it to my policy
INFO_ADD_REMOVE_VEHICLE,how to add car to my policy
INFO_ADD_REMOVE_VEHICLE,I have a car I want to add
INFO_ADD_REMOVE_VEHICLE,I bought myself a birthday present We need to add a Dodge truck to our insurance
INFO_ADD_REMOVE_VEHICLE,What info do you need in order for me to add a vehicle
INFO_ADD_REMOVE_VEHICLE,what is need to replace a car on my insurance
INFO_ADD_REMOVE_VEHICLE,How can my new car be added to my insurance
INFO_ADD_REMOVE_VEHICLE,Onl add a new vehicle to my policy
INFO_ADD_REMOVE_VEHICLE,Can we discuss adding a new vehicle onto my current policy
INFO_ADD_REMOVE_VEHICLE,is it possible to add vehicle to policy
INFO_ADD_REMOVE_VEHICLE,Please take my initial car off of my policy
INFO_ADD_REMOVE_VEHICLE,What if I dont use my old vehicle any more
INFO_ADD_REMOVE_VEHICLE,I was going to see if I added a  Kia Soul to my account full coverage what would it be a month
INFO_ADD_REMOVE_VEHICLE,New vehicle
INFO_ADD_REMOVE_VEHICLE,can i add another car onto my policy
INFO_ADD_REMOVE_VEHICLE,Take off a car
INFO_ADD_REMOVE_VEHICLE,how does the policy wok for second car
INFO_ADD_REMOVE_VEHICLE,how do i add a vehicle
INFO_ADD_REMOVE_VEHICLE,what is the procedure for add vehicle to my policy
INFO_ADD_REMOVE_VEHICLE,what do I need to do to remove a car from my insurance
INFO_ADD_REMOVE_VEHICLE,Who do I report it to if I want to add another car to my auto policy
INFO_ADD_REMOVE_VEHICLE,Im just curious how much my payment would be monthly if I were to drop the Cadillac and only have the elantra on my policy
INFO_ADD_REMOVE_VEHICLE,Can I add another vehicle under my policy
INFO_ADD_REMOVE_VEHICLE,I just added a new vehicle to my policy and I wanted to see how much a month full coverage would be
INFO_ADD_REMOVE_VEHICLE,caught a new vehicle and need to add it
INFO_ADD_REMOVE_VEHICLE,New car to add to my insurance
INFO_ADD_REMOVE_VEHICLE,is there any options to add up another car on my policy
INFO_ADD_REMOVE_VEHICLE,I need to add my wifes vehicle to my policy
INFO_ADD_REMOVE_VEHICLE,Can I change my auto coverage
INFO_ADD_REMOVE_VEHICLE,How much more money will it cost to add a car to my coverage
INFO_ADD_REMOVE_VEHICLE,how does i remove a vehicle from my insurance policy
INFO_ADD_REMOVE_VEHICLE,i want to get rid of a car on my insurance
INFO_ADD_REMOVE_VEHICLE,i need a different car on my insurace
INFO_ADD_REMOVE_VEHICLE,what do I need to do to add a car to my insurance
INFO_ADD_REMOVE_VEHICLE,Can I add a car
INFO_ADD_REMOVE_VEHICLE,Hi I wanted to quote a vehicle in a what if I replaced my current vehicle scenario I have a saved quote already
INFO_ADD_REMOVE_VEHICLE,It time for retirement Please add a recreational vehicle to our policy
INFO_ADD_REMOVE_VEHICLE,The car on my policy quit running do I need the insurance on it still
INFO_ADD_REMOVE_VEHICLE,so I need to change coverage on my vehicles
INFO_ADD_REMOVE_VEHICLE,There is a way to change the number of vehicles on my policy right
INFO_ADD_REMOVE_VEHICLE,i would like to remove a car from my policy
INFO_ADD_REMOVE_VEHICLE,i need help getting my new car on insurance
INFO_ADD_REMOVE_VEHICLE,i need to include the new vehicle now
INFO_ADD_REMOVE_VEHICLE,I traded in my vehicle and need to replace vehicle on policy
INFO_ADD_REMOVE_VEHICLE,First I need to add a new vehicle to my insurance
INFO_ADD_REMOVE_VEHICLE,is it necessary to replace a vehicle for new one in my policy
INFO_ADD_REMOVE_VEHICLE,I want to add a car
INFO_ADD_REMOVE_VEHICLE,i want to have this car on my poicy
INFO_ADD_REMOVE_VEHICLE,Can I include another car in my policy
INFO_ADD_REMOVE_VEHICLE,My kid turned sixteen We bought a used Yugo for him and need to add it to the policy
INFO_ADD_REMOVE_VEHICLE,I traded my car in How can I remove it
INFO_ADD_REMOVE_VEHICLE,I am needing to change the car on my auto policy
INFO_ADD_REMOVE_VEHICLE,want to add up a new car on my policy
INFO_ADD_REMOVE_VEHICLE,How do I add a car
INFO_ADD_REMOVE_VEHICLE,Is it possible to extend my insurance to multiple vehicles
INFO_ADD_REMOVE_VEHICLE,want to remove a car from my policy
INFO_ADD_REMOVE_VEHICLE,We finally found the Ford Pinto that I had growing up Please update our policy
INFO_ADD_REMOVE_VEHICLE,should i come to the office for replacing my vehicle on my policy
INFO_ADD_REMOVE_VEHICLE,Hi I was wondering if I could remove the Ford Expedition from my policy and add a new car that I just bought
INFO_ADD_REMOVE_VEHICLE,Im taking my convertible out of storage
INFO_ADD_REMOVE_VEHICLE,Who can add another vehicle to my account
INFO_ADD_REMOVE_VEHICLE,I need help adding a new car to my insurance policy
INFO_ADD_REMOVE_VEHICLE,My husband said to take the car off my policy
INFO_ADD_REMOVE_VEHICLE,Can I take off a car
INFO_ADD_REMOVE_VEHICLE,add car to policy please
INFO_ADD_REMOVE_VEHICLE,How do I add a new vehicle to my current insurance policy
INFO_ADD_REMOVE_VEHICLE,I want to add this new jeep to my insurance plan
INFO_ADD_REMOVE_VEHICLE,I was wondering if you could check to see how much more a month it would be for me to get  comprehensive coverage on both cars
INFO_ADD_REMOVE_VEHICLE,Looking to add a new vehicle to my policy and take the old vehicle off
INFO_ADD_REMOVE_VEHICLE,want to remove a bike from my policy
INFO_ADD_REMOVE_VEHICLE,interest to remove a car from my policy
INFO_ADD_REMOVE_VEHICLE,Can you help me as I need to make a change to my policy and add a new vehicle
INFO_ADD_REMOVE_VEHICLE,can you remove a car listed in my insurance
INFO_ADD_REMOVE_VEHICLE,Hello I already have homeowners insurance and am wondering what it would cost to add auto as well
INFO_ADD_REMOVE_VEHICLE,How much will I be charged for another vehicle on my account
INFO_ADD_REMOVE_VEHICLE,How do I add a new vehicle in my policy
INFO_ADD_REMOVE_VEHICLE,Is there an extra i have to pay to have my second car included in the insurance
INFO_ADD_REMOVE_VEHICLE,Could I put another car on my policy
INFO_ADD_REMOVE_VEHICLE,have bought a new vehicle and need to add it
INFO_ADD_REMOVE_VEHICLE,how to add a new vehicle to my policy
INFO_ADD_REMOVE_VEHICLE,hi id like to add a car to my existing policy
INFO_ADD_REMOVE_VEHICLE,My brand new car requires coverage from my old policy
INFO_ADD_REMOVE_VEHICLE,Show me how to add a new car to the policy
INFO_ADD_REMOVE_VEHICLE,i have a new car to add
INFO_ADD_REMOVE_VEHICLE,Just purchased a new vehicle need to add to policy
INFO_ADD_REMOVE_VEHICLE,I have a new car to add to my car insurance
INFO_ADD_REMOVE_VEHICLE,trying to switch coverage from my old car to my new car
INFO_ADD_REMOVE_VEHICLE,can i add another car to my policy
INFO_ADD_REMOVE_VEHICLE,I would like to add a vehicle to my policy
INFO_ADD_REMOVE_VEHICLE,help me add a new car to my policy
INFO_ADD_REMOVE_VEHICLE,how can i remove a car from my policy
INFO_ADD_REMOVE_VEHICLE,resently am buy new car i want to add that to my policy
INFO_ADD_REMOVE_VEHICLE,put this car on my policy
INFO_ADD_REMOVE_VEHICLE,bought vehcile how do i update my policy
INFO_ADD_REMOVE_VEHICLE,Can you replace a vehicle on my insurance
INFO_ADD_REMOVE_VEHICLE,Do you have any idea the cost for adding an extra vehicle
INFO_ADD_VEHICLE_PROPERTY_PAPERLESS_BILLING,how to i add my car to paperless billing
INFO_ADD_VEHICLE_PROPERTY_PAPERLESS_BILLING,How can I add my car to my paperless bill
INFO_ADD_VEHICLE_PROPERTY_PAPERLESS_BILLING,How do I receive my car insurance bills electronically
INFO_ADD_VEHICLE_PROPERTY_PAPERLESS_BILLING,How can I get my car bills electornically
INFO_ADD_VEHICLE_PROPERTY_PAPERLESS_BILLING,i gotta add my car to paper billiing
INFO_ADD_VEHICLE_PROPERTY_PAPERLESS_BILLING,How do I get electronic bill pay for my vehicle
INFO_ADD_VEHICLE_PROPERTY_PAPERLESS_BILLING,I want paperless billing for my house also
